SEASON_1,TEAM_ID,TEAM_NAME,BASIC_ZONE,FGA,FGM,FG3M,Points
2019,1610612737,Atlanta Hawks,Backcourt,20,0,0,0
2019,1610612757,Portland Trail Blazers,Backcourt,8,0,0,0
2010,1610612755,Philadelphia 76ers,Backcourt,22,1,1,3
2024,1610612750,Minnesota Timberwolves,In The Paint (Non-RA),1487,644,0,1288
2025,1610612763,Memphis Grizzlies,Backcourt,23,1,1,3
2025,1610612754,Indiana Pacers,Mid-Range,918,401,0,802
2025,1610612757,Portland Trail Blazers,Backcourt,19,1,1,3
2012,1610612743,Denver Nuggets,Backcourt,22,1,1,3
2011,1610612739,Cleveland Cavaliers,Restricted Area,2142,1262,0,2524
2005,1610612759,San Antonio Spurs,Left Corner 3,334,129,129,387
2008,1610612746,Los Angeles Clippers,Backcourt,15,2,2,6
2019,1610612749,Milwaukee Bucks,Restricted Area,2793,1850,0,3700
2012,1610612746,Los Angeles Clippers,Left Corner 3,217,86,86,258
2017,1610612749,Milwaukee Bucks,Left Corner 3,271,98,98,294
2017,1610612747,Los Angeles Lakers,Restricted Area,2403,1455,0,2910
2014,1610612750,Minnesota Timberwolves,In The Paint (Non-RA),905,353,0,706
2006,1610612749,Milwaukee Bucks,Above the Break 3,923,341,341,1023
2007,1610612742,Dallas Mavericks,In The Paint (Non-RA),872,375,0,750
2012,1610612755,Philadelphia 76ers,In The Paint (Non-RA),969,387,0,774
2007,1610612747,Los Angeles Lakers,Restricted Area,2242,1362,0,2724
2011,1610612760,Oklahoma City Thunder,Restricted Area,2139,1395,0,2790
2011,1610612746,Los Angeles Clippers,Backcourt,18,0,0,0
2008,1610612752,New York Knicks,Right Corner 3,190,63,63,189
2024,1610612764,Washington Wizards,Above the Break 3,2211,750,750,2250
2018,1610612764,Washington Wizards,Restricted Area,1940,1239,0,2478
2004,1610612740,New Orleans Hornets,Backcourt,12,1,1,3
2015,1610612759,San Antonio Spurs,Mid-Range,1690,686,0,1372
2023,1610612742,Dallas Mavericks,Above the Break 3,2383,864,864,2592
2013,1610612755,Philadelphia 76ers,Right Corner 3,191,79,79,237
2009,1610612738,Boston Celtics,Backcourt,5,0,0,0
2010,1610612759,San Antonio Spurs,Restricted Area,2216,1405,0,2810
2018,1610612746,LA Clippers,Backcourt,15,1,1,3
2012,1610612761,Toronto Raptors,Restricted Area,1568,955,0,1910
2023,1610612766,Charlotte Hornets,Restricted Area,2482,1601,0,3202
2021,1610612743,Denver Nuggets,Right Corner 3,269,109,109,327
2012,1610612754,Indiana Pacers,Mid-Range,1604,602,0,1204
2011,1610612751,New Jersey Nets,Restricted Area,1869,1090,0,2180
2017,1610612749,Milwaukee Bucks,Above the Break 3,1352,493,493,1479
2011,1610612752,New York Knicks,Right Corner 3,254,101,101,303
2020,1610612754,Indiana Pacers,Backcourt,10,0,0,0
2009,1610612743,Denver Nuggets,Right Corner 3,146,63,63,189
2014,1610612755,Philadelphia 76ers,Mid-Range,1332,501,0,1002
2009,1610612757,Portland Trail Blazers,Left Corner 3,311,129,129,387
2018,1610612744,Golden State Warriors,Mid-Range,1650,776,2,1554
2005,1610612763,Memphis Grizzlies,Above the Break 3,1000,356,356,1068
2022,1610612753,Orlando Magic,Above the Break 3,2333,742,742,2226
2012,1610612765,Detroit Pistons,Left Corner 3,133,55,55,165
2005,1610612759,San Antonio Spurs,Above the Break 3,762,266,266,798
2010,1610612759,San Antonio Spurs,Mid-Range,2027,820,0,1640
2019,1610612750,Minnesota Timberwolves,In The Paint (Non-RA),1310,515,0,1030
2005,1610612763,Memphis Grizzlies,Left Corner 3,208,79,79,237
2018,1610612750,Minnesota Timberwolves,Above the Break 3,1388,482,482,1446
2006,1610612765,Detroit Pistons,Above the Break 3,994,374,373,1121
2006,1610612749,Milwaukee Bucks,Left Corner 3,237,90,90,270
2005,1610612750,Minnesota Timberwolves,Mid-Range,2985,1292,0,2584
2004,1610612761,Toronto Raptors,Mid-Range,2666,950,0,1900
2011,1610612738,Boston Celtics,Backcourt,8,0,0,0
2023,1610612754,Indiana Pacers,Right Corner 3,368,148,148,444
2012,1610612762,Utah Jazz,Backcourt,12,0,0,0
2017,1610612756,Phoenix Suns,Backcourt,20,0,0,0
2024,1610612764,Washington Wizards,Left Corner 3,358,135,135,405
2006,1610612756,Phoenix Suns,Backcourt,10,0,0,0
2024,1610612762,Utah Jazz,Backcourt,17,0,0,0
2025,1610612748,Miami Heat,Backcourt,15,0,0,0
2015,1610612739,Cleveland Cavaliers,Backcourt,3,1,1,3
2006,1610612748,Miami Heat,Restricted Area,2264,1497,0,2994
2016,1610612739,Cleveland Cavaliers,Right Corner 3,349,139,139,417
2007,1610612764,Washington Wizards,Right Corner 3,178,67,67,201
2010,1610612751,New Jersey Nets,In The Paint (Non-RA),898,345,0,690
2015,1610612743,Denver Nuggets,Right Corner 3,233,83,82,248
2020,1610612758,Sacramento Kings,Mid-Range,814,336,0,672
2025,1610612761,Toronto Raptors,Restricted Area,2458,1527,0,3054
2016,1610612761,Toronto Raptors,Left Corner 3,338,132,132,396
2020,1610612758,Sacramento Kings,Left Corner 3,301,122,122,366
2010,1610612762,Utah Jazz,Above the Break 3,942,324,324,972
2009,1610612741,Chicago Bulls,Restricted Area,2318,1324,0,2648
2009,1610612765,Detroit Pistons,Above the Break 3,640,213,213,639
2019,1610612758,Sacramento Kings,Backcourt,17,0,0,0
2018,1610612760,Oklahoma City Thunder,Right Corner 3,332,124,124,372
2019,1610612757,Portland Trail Blazers,Restricted Area,2678,1617,0,3234
2008,1610612749,Milwaukee Bucks,Restricted Area,2329,1295,1,2591
2017,1610612757,Portland Trail Blazers,In The Paint (Non-RA),944,404,0,808
2015,1610612756,Phoenix Suns,Right Corner 3,325,122,122,366
2014,1610612762,Utah Jazz,Mid-Range,1905,705,0,1410
2006,1610612751,New Jersey Nets,Above the Break 3,1011,323,323,969
2011,1610612743,Denver Nuggets,Above the Break 3,1182,458,458,1374
2010,1610612759,San Antonio Spurs,In The Paint (Non-RA),869,371,0,742
2013,1610612761,Toronto Raptors,Left Corner 3,169,68,68,204
2022,1610612747,Los Angeles Lakers,Above the Break 3,2126,719,717,2155
2016,1610612749,Milwaukee Bucks,Left Corner 3,196,69,69,207
2009,1610612739,Cleveland Cavaliers,In The Paint (Non-RA),706,280,0,560
2009,1610612748,Miami Heat,Right Corner 3,233,80,80,240
2008,1610612746,Los Angeles Clippers,In The Paint (Non-RA),948,391,0,782
2007,1610612740,New Orleans/Oklahoma City Hornets,Right Corner 3,140,50,49,149
2013,1610612738,Boston Celtics,Left Corner 3,243,90,90,270
2017,1610612739,Cleveland Cavaliers,Restricted Area,2084,1349,0,2698
2007,1610612763,Memphis Grizzlies,Mid-Range,1883,759,2,1520
2015,1610612745,Houston Rockets,Right Corner 3,485,196,196,588
2017,1610612737,Atlanta Hawks,Above the Break 3,1608,532,532,1596
2010,1610612745,Houston Rockets,Right Corner 3,234,87,87,261
2013,1610612748,Miami Heat,Above the Break 3,1084,408,408,1224
2011,1610612738,Boston Celtics,Mid-Range,2161,915,0,1830
2024,1610612763,Memphis Grizzlies,Above the Break 3,2280,793,793,2379
2007,1610612754,Indiana Pacers,Left Corner 3,231,84,84,252
2022,1610612750,Minnesota Timberwolves,Right Corner 3,341,128,128,384
2015,1610612752,New York Knicks,Above the Break 3,1288,449,449,1347
2019,1610612747,Los Angeles Lakers,Above the Break 3,1961,650,650,1950
2012,1610612748,Miami Heat,Mid-Range,1663,673,0,1346
2004,1610612750,Minnesota Timberwolves,Above the Break 3,645,229,229,687
2025,1610612744,Golden State Warriors,Left Corner 3,461,168,168,504
2004,1610612741,Chicago Bulls,Right Corner 3,104,42,41,125
2020,1610612758,Sacramento Kings,Above the Break 3,1931,689,688,2066
2005,1610612747,Los Angeles Lakers,Left Corner 3,259,85,85,255
2015,1610612743,Denver Nuggets,Left Corner 3,260,84,84,252
2015,1610612765,Detroit Pistons,Restricted Area,2490,1419,0,2838
2019,1610612761,Toronto Raptors,Left Corner 3,403,171,171,513
2008,1610612764,Washington Wizards,Left Corner 3,135,45,45,135
2012,1610612747,Los Angeles Lakers,Above the Break 3,780,249,249,747
2007,1610612761,Toronto Raptors,Restricted Area,1872,1143,0,2286
2018,1610612760,Oklahoma City Thunder,Restricted Area,2423,1496,0,2992
2017,1610612765,Detroit Pistons,Mid-Range,2029,869,0,1738
2014,1610612754,Indiana Pacers,Backcourt,14,0,0,0
2004,1610612743,Denver Nuggets,Mid-Range,2552,938,1,1877
2013,1610612745,Houston Rockets,Restricted Area,2628,1617,0,3234
2013,1610612751,Brooklyn Nets,Backcourt,12,0,0,0
2004,1610612739,Cleveland Cavaliers,Backcourt,13,0,0,0
2006,1610612746,Los Angeles Clippers,Mid-Range,2589,1072,0,2144
2007,1610612743,Denver Nuggets,Left Corner 3,197,61,61,183
2024,1610612760,Oklahoma City Thunder,Backcourt,5,0,0,0
2022,1610612758,Sacramento Kings,Mid-Range,892,376,1,753
2024,1610612742,Dallas Mavericks,Left Corner 3,487,169,169,507
2020,1610612748,Miami Heat,Above the Break 3,1926,736,736,2208
2007,1610612742,Dallas Mavericks,Backcourt,14,0,0,0
2021,1610612751,Brooklyn Nets,Backcourt,9,0,0,0
2022,1610612748,Miami Heat,Above the Break 3,1997,730,730,2190
2021,1610612747,Los Angeles Lakers,In The Paint (Non-RA),982,407,0,814
2020,1610612759,San Antonio Spurs,In The Paint (Non-RA),1130,489,0,978
2021,1610612759,San Antonio Spurs,Above the Break 3,1605,555,555,1665
2012,1610612760,Oklahoma City Thunder,Above the Break 3,1055,368,368,1104
2021,1610612758,Sacramento Kings,Backcourt,12,0,0,0
2013,1610612746,Los Angeles Clippers,Backcourt,9,0,0,0
2012,1610612765,Detroit Pistons,Restricted Area,1859,1057,0,2114
2016,1610612737,Atlanta Hawks,Backcourt,12,1,1,3
2011,1610612740,New Orleans Hornets,Right Corner 3,206,80,80,240
2015,1610612753,Orlando Magic,In The Paint (Non-RA),1190,466,0,932
2020,1610612743,Denver Nuggets,In The Paint (Non-RA),1160,461,0,922
2021,1610612742,Dallas Mavericks,Mid-Range,851,374,0,748
2015,1610612751,Brooklyn Nets,Above the Break 3,1136,360,360,1080
2010,1610612749,Milwaukee Bucks,In The Paint (Non-RA),916,361,0,722
2014,1610612750,Minnesota Timberwolves,Right Corner 3,147,48,48,144
2013,1610612760,Oklahoma City Thunder,Left Corner 3,256,102,102,306
2021,1610612741,Chicago Bulls,Restricted Area,2003,1296,0,2592
2008,1610612742,Dallas Mavericks,In The Paint (Non-RA),940,387,0,774
2006,1610612761,Toronto Raptors,Left Corner 3,296,115,115,345
2005,1610612761,Toronto Raptors,Left Corner 3,369,150,150,450
2015,1610612742,Dallas Mavericks,Above the Break 3,1583,538,538,1614
2012,1610612742,Dallas Mavericks,Left Corner 3,157,55,55,165
2012,1610612763,Memphis Grizzlies,Above the Break 3,629,203,203,609
2004,1610612744,Golden State Warriors,Mid-Range,2074,786,0,1572
2025,1610612764,Washington Wizards,Restricted Area,1950,1311,0,2622
2004,1610612756,Phoenix Suns,Right Corner 3,216,95,95,285
2010,1610612744,Golden State Warriors,Above the Break 3,1225,442,442,1326
2018,1610612748,Miami Heat,Mid-Range,1184,439,0,878
2011,1610612740,New Orleans Hornets,Left Corner 3,198,69,69,207
2007,1610612738,Boston Celtics,Right Corner 3,165,63,63,189
2022,1610612753,Orlando Magic,Restricted Area,2079,1319,0,2638
2012,1610612745,Houston Rockets,Restricted Area,1617,1001,0,2002
2007,1610612753,Orlando Magic,Restricted Area,2274,1427,1,2855
2004,1610612738,Boston Celtics,Left Corner 3,214,89,89,267
2004,1610612759,San Antonio Spurs,Above the Break 3,699,241,241,723
2012,1610612753,Orlando Magic,Backcourt,8,0,0,0
2005,1610612753,Orlando Magic,Above the Break 3,712,246,246,738
2006,1610612741,Chicago Bulls,Restricted Area,2031,1109,0,2218
2014,1610612763,Memphis Grizzlies,In The Paint (Non-RA),1390,581,0,1162
2013,1610612739,Cleveland Cavaliers,In The Paint (Non-RA),1083,393,0,786
2011,1610612747,Los Angeles Lakers,In The Paint (Non-RA),1204,501,0,1002
2014,1610612752,New York Knicks,In The Paint (Non-RA),662,247,0,494
2013,1610612744,Golden State Warriors,Above the Break 3,1231,483,483,1449
2004,1610612745,Houston Rockets,Backcourt,16,0,0,0
2010,1610612738,Boston Celtics,Right Corner 3,143,53,53,159
2020,1610612758,Sacramento Kings,Backcourt,8,1,1,3
2018,1610612755,Philadelphia 76ers,Above the Break 3,2033,747,747,2241
2015,1610612752,New York Knicks,Backcourt,16,1,1,3
2005,1610612761,Toronto Raptors,Restricted Area,1958,1088,0,2176
2009,1610612753,Orlando Magic,In The Paint (Non-RA),812,316,0,632
2007,1610612741,Chicago Bulls,Above the Break 3,938,361,361,1083
2006,1610612743,Denver Nuggets,Above the Break 3,716,237,237,711
2008,1610612744,Golden State Warriors,Mid-Range,1704,652,1,1305
2025,1610612747,Los Angeles Lakers,Right Corner 3,320,142,142,426
2011,1610612766,Charlotte Bobcats,Backcourt,18,0,0,0
2024,1610612751,Brooklyn Nets,Left Corner 3,408,173,173,519
2014,1610612743,Denver Nuggets,Left Corner 3,241,107,107,321
2013,1610612752,New York Knicks,Above the Break 3,1767,672,672,2016
2013,1610612738,Boston Celtics,Right Corner 3,239,105,104,314
2004,1610612751,New Jersey Nets,Right Corner 3,141,56,55,167
2017,1610612752,New York Knicks,Mid-Range,2078,884,0,1768
2025,1610612738,Boston Celtics,Above the Break 3,3159,1152,1152,3456
2010,1610612746,Los Angeles Clippers,Mid-Range,2082,800,0,1600
2024,1610612757,Portland Trail Blazers,Restricted Area,2249,1358,0,2716
2019,1610612748,Miami Heat,Backcourt,16,1,1,3
2005,1610612745,Houston Rockets,In The Paint (Non-RA),823,354,0,708
2015,1610612762,Utah Jazz,In The Paint (Non-RA),946,317,0,634
2021,1610612757,Portland Trail Blazers,Left Corner 3,229,103,103,309
2021,1610612742,Dallas Mavericks,Above the Break 3,2138,772,772,2316
2006,1610612751,New Jersey Nets,Backcourt,16,1,1,3
2025,1610612759,San Antonio Spurs,Backcourt,17,0,0,0
2019,1610612747,Los Angeles Lakers,Backcourt,11,0,0,0
2017,1610612753,Orlando Magic,Restricted Area,2065,1245,0,2490
2021,1610612746,LA Clippers,Above the Break 3,1749,684,684,2052
2022,1610612743,Denver Nuggets,Right Corner 3,365,126,126,378
2023,1610612744,Golden State Warriors,In The Paint (Non-RA),1297,616,0,1232
2024,1610612766,Charlotte Hornets,Above the Break 3,2125,757,757,2271
2018,1610612743,Denver Nuggets,Mid-Range,958,390,1,781
2012,1610612751,New Jersey Nets,Restricted Area,1538,847,0,1694
2016,1610612739,Cleveland Cavaliers,Restricted Area,2055,1309,0,2618
2023,1610612761,Toronto Raptors,Left Corner 3,368,138,138,414
2015,1610612744,Golden State Warriors,Above the Break 3,1686,653,653,1959
2017,1610612757,Portland Trail Blazers,Mid-Range,1532,654,0,1308
2023,1610612745,Houston Rockets,Restricted Area,2467,1586,0,3172
2005,1610612737,Atlanta Hawks,Right Corner 3,134,41,41,123
2006,1610612754,Indiana Pacers,Right Corner 3,175,64,63,191
2019,1610612743,Denver Nuggets,Backcourt,17,1,1,3
2004,1610612761,Toronto Raptors,Restricted Area,1646,940,0,1880
2023,1610612754,Indiana Pacers,Left Corner 3,361,132,132,396
2019,1610612759,San Antonio Spurs,In The Paint (Non-RA),1380,627,0,1254
2012,1610612765,Detroit Pistons,Mid-Range,1647,607,0,1214
2010,1610612738,Boston Celtics,Backcourt,11,0,0,0
2009,1610612760,Oklahoma City Thunder,Above the Break 3,726,257,255,769
2008,1610612745,Houston Rockets,Mid-Range,1940,785,2,1572
2004,1610612751,New Jersey Nets,Backcourt,16,2,2,6
2025,1610612755,Philadelphia 76ers,Left Corner 3,320,123,123,369
2014,1610612751,Brooklyn Nets,In The Paint (Non-RA),1018,440,0,880
2013,1610612763,Memphis Grizzlies,Above the Break 3,767,252,252,756
2019,1610612747,Los Angeles Lakers,In The Paint (Non-RA),1034,381,0,762
2006,1610612746,Los Angeles Clippers,In The Paint (Non-RA),1345,652,0,1304
2011,1610612764,Washington Wizards,Above the Break 3,811,264,264,792
2011,1610612755,Philadelphia 76ers,In The Paint (Non-RA),1156,439,0,878
2020,1610612765,Detroit Pistons,Above the Break 3,1503,521,521,1563
2013,1610612749,Milwaukee Bucks,Right Corner 3,207,86,86,258
2020,1610612760,Oklahoma City Thunder,Left Corner 3,244,87,87,261
2010,1610612741,Chicago Bulls,Left Corner 3,185,77,77,231
2024,1610612748,Miami Heat,Restricted Area,1751,1111,0,2222
2010,1610612743,Denver Nuggets,Mid-Range,2019,811,0,1622
2006,1610612765,Detroit Pistons,Left Corner 3,261,101,101,303
2020,1610612743,Denver Nuggets,Above the Break 3,1706,595,595,1785
2012,1610612742,Dallas Mavericks,Right Corner 3,180,64,64,192
2025,1610612753,Orlando Magic,Restricted Area,1990,1315,0,2630
2005,1610612745,Houston Rockets,Backcourt,11,0,0,0
2019,1610612764,Washington Wizards,Above the Break 3,2092,700,700,2100
2012,1610612748,Miami Heat,Restricted Area,1748,1101,0,2202
2004,1610612751,New Jersey Nets,Restricted Area,2167,1308,0,2616
2025,1610612761,Toronto Raptors,Above the Break 3,1935,655,655,1965
2010,1610612763,Memphis Grizzlies,Above the Break 3,763,244,244,732
2015,1610612764,Washington Wizards,Restricted Area,2116,1348,0,2696
2008,1610612751,New Jersey Nets,Backcourt,23,0,0,0
2015,1610612738,Boston Celtics,Restricted Area,2233,1336,0,2672
2011,1610612737,Atlanta Hawks,Mid-Range,2269,955,0,1910
2023,1610612747,Los Angeles Lakers,Restricted Area,2439,1674,0,3348
2014,1610612754,Indiana Pacers,Mid-Range,2031,826,0,1652
2020,1610612739,Cleveland Cavaliers,In The Paint (Non-RA),1053,454,0,908
2016,1610612740,New Orleans Pelicans,Right Corner 3,223,72,72,216
2010,1610612757,Portland Trail Blazers,Backcourt,26,0,0,0
2021,1610612740,New Orleans Pelicans,Left Corner 3,264,96,96,288
2013,1610612740,New Orleans Hornets,Above the Break 3,1192,433,433,1299
2010,1610612737,Atlanta Hawks,Backcourt,18,1,1,3
2013,1610612755,Philadelphia 76ers,In The Paint (Non-RA),991,385,0,770
2021,1610612740,New Orleans Pelicans,Above the Break 3,1621,562,561,1685
2019,1610612742,Dallas Mavericks,Backcourt,26,1,1,3
2025,1610612741,Chicago Bulls,Right Corner 3,394,135,135,405
2010,1610612741,Chicago Bulls,Above the Break 3,720,220,220,660
2014,1610612755,Philadelphia 76ers,In The Paint (Non-RA),1083,390,0,780
2012,1610612750,Minnesota Timberwolves,Restricted Area,1826,1093,0,2186
2006,1610612753,Orlando Magic,Above the Break 3,622,225,225,675
2017,1610612739,Cleveland Cavaliers,Backcourt,7,0,0,0
2025,1610612750,Minnesota Timberwolves,Backcourt,25,0,0,0
2022,1610612765,Detroit Pistons,Right Corner 3,341,123,123,369
2021,1610612744,Golden State Warriors,Restricted Area,1824,1222,0,2444
2006,1610612755,Philadelphia 76ers,Backcourt,6,0,0,0
2018,1610612751,Brooklyn Nets,Mid-Range,823,299,1,599
2005,1610612759,San Antonio Spurs,Right Corner 3,282,108,108,324
2024,1610612751,Brooklyn Nets,Restricted Area,2146,1385,0,2770
2014,1610612748,Miami Heat,Restricted Area,2241,1523,0,3046
2007,1610612738,Boston Celtics,Backcourt,10,0,0,0
2010,1610612738,Boston Celtics,In The Paint (Non-RA),831,368,0,736
2023,1610612754,Indiana Pacers,Mid-Range,713,300,1,601
2018,1610612737,Atlanta Hawks,Right Corner 3,304,140,140,420
2006,1610612744,Golden State Warriors,Backcourt,13,0,0,0
2020,1610612748,Miami Heat,Backcourt,19,0,0,0
2023,1610612758,Sacramento Kings,Right Corner 3,323,124,124,372
2005,1610612758,Sacramento Kings,Backcourt,9,0,0,0
2017,1610612765,Detroit Pistons,In The Paint (Non-RA),1366,557,0,1114
2007,1610612739,Cleveland Cavaliers,Left Corner 3,254,91,91,273
2010,1610612763,Memphis Grizzlies,Right Corner 3,123,54,54,162
2009,1610612740,New Orleans Hornets,Left Corner 3,256,110,110,330
2014,1610612750,Minnesota Timberwolves,Mid-Range,1858,649,0,1298
2013,1610612750,Minnesota Timberwolves,Backcourt,10,0,0,0
2008,1610612760,Seattle SuperSonics,Restricted Area,2136,1246,0,2492
2005,1610612757,Portland Trail Blazers,In The Paint (Non-RA),920,353,0,706
2015,1610612758,Sacramento Kings,Left Corner 3,179,69,69,207
2005,1610612751,New Jersey Nets,Restricted Area,1826,974,0,1948
2017,1610612752,New York Knicks,In The Paint (Non-RA),873,351,0,702
